"search_filter_id","search_id","property_type","property_grade","user_rating_min","price","amenity_count","region","data_origin"
"FSRC_BFBF3524C4A9","SRC_BFBF3524C4A9","Hostel","","8","3000","0","Tokyo","실제 사용자 선택값"
"FSRC_225C82848AD5","SRC_225C82848AD5","Hostel","","8","30000","0","Tokyo","실제 사용자 선택값"
"FSRC_E07DEFEB3A89","SRC_E07DEFEB3A89","Hostel","","8","3","0","Tokyo","실제 사용자 선택값"
"FSRC_4AA2115C884B","SRC_4AA2115C884B","Hostel","","8","150000","0","Tokyo","실제 사용자 선택값"
"FSRC_645737BBE1FE","SRC_645737BBE1FE","Hostel","","8","150000","0","Tokyo","실제 사용자 선택값"
"FSRC_9B01C8A3AD10","SRC_9B01C8A3AD10","Hostel","","8","150000","1","Tokyo","실제 사용자 선택값"
"FSRC_19A0B438C035","SRC_19A0B438C035","","","","","0","","실제 사용자 선택값"
"FSRC_FCAC432A204A","SRC_FCAC432A204A","","","8","150000","1","Tokyo","실제 사용자 선택값"
"FSRC_2F907271B4A9","SRC_2F907271B4A9","","","8","150000","1","Tokyo","실제 사용자 선택값"
"FSRC_B55E5A27BEF9","SRC_B55E5A27BEF9","","","8","150000","1","Tokyo","실제 사용자 선택값"
"FSRC_4E74E486DF4A","SRC_4E74E486DF4A","","","8","150000","1","Tokyo","실제 사용자 선택값"
"FSRC_03C9EE05D6DB","SRC_03C9EE05D6DB","","","8","150000","1","Tokyo","실제 사용자 선택값"
"FSRC_84EC9B1252D8","SRC_84EC9B1252D8","","","8","150000","1","Tokyo","실제 사용자 선택값"
"FSRC_B1274E277A6A","SRC_B1274E277A6A","","","8","150000","1","Tokyo","실제 사용자 선택값"
"FSRC_59EB1AA56E4B","SRC_59EB1AA56E4B","","","8","150000","1","Tokyo","실제 사용자 선택값"
"FSRC_DCF16EDE2750","SRC_DCF16EDE2750","","","8","150000","1","Tokyo","실제 사용자 선택값"
"FSRC_4FAB5D102088","SRC_4FAB5D102088","","","8","150000","1","Tokyo","실제 사용자 선택값"
"FSRC_6031EA73A1D9","SRC_6031EA73A1D9","","","8","150000","1","Tokyo","실제 사용자 선택값"
"FSRC_4DB3CACD2555","SRC_4DB3CACD2555","","","8","150000","1","Tokyo","실제 사용자 선택값"
"FSRC_BB2A2827299A","SRC_BB2A2827299A","","","8","150000","1","Tokyo","실제 사용자 선택값"
"FSRC_B498EA794937","SRC_B498EA794937","","","8","15000","0","Tokyo","실제 사용자 선택값"
"FSRC_D0050C37A690","SRC_D0050C37A690","","","8","150000","0","Tokyo","실제 사용자 선택값"
"FSRC_CEE51A35E560","SRC_CEE51A35E560","","","8","1","0","Tokyo","실제 사용자 선택값"
"FSRC_1171BF54B0F0","SRC_1171BF54B0F0","","","8","15","0","Tokyo","실제 사용자 선택값"
"FSRC_8BAC4352212F","SRC_8BAC4352212F","","","8","150","0","Tokyo","실제 사용자 선택값"
"FSRC_82593EA9F1FF","SRC_82593EA9F1FF","","","8","1500","0","Tokyo","실제 사용자 선택값"
"FSRC_CF16116A8F35","SRC_CF16116A8F35","","","8","","0","Tokyo","실제 사용자 선택값"
"FSRC_7AED06136750","SRC_7AED06136750","","","","","0","Tokyo","실제 사용자 선택값"
"FSRC_A2E666E10BCF","SRC_A2E666E10BCF","","","","","0","Tokyo","실제 사용자 선택값"
"FSRC_15B034A13A06","SRC_15B034A13A06","","","","","0","Tokyo","실제 사용자 선택값"
"FSRC_3CF1D9D579B3","SRC_3CF1D9D579B3","","","","","0","Tokyo","실제 사용자 선택값"
"FSRC_F98852CA35C5","SRC_F98852CA35C5","","","","","0","Tokyo","실제 사용자 선택값"
"FSRC_0972A45B9278","SRC_0972A45B9278","","","","","0","Tokyo","실제 사용자 선택값"
"FSRC_6B8FB7219048","SRC_6B8FB7219048","","","","","0","Tokyo","실제 사용자 선택값"
"FSRC_627A249ED5B8","SRC_627A249ED5B8","","","","","0","Tokyo","실제 사용자 선택값"
"FSRC_58E591C5E183","SRC_58E591C5E183","","","","","1","Tokyo","실제 사용자 선택값"
"FSRC_F04BC58A216B","SRC_F04BC58A216B","","","","","1","Tokyo","실제 사용자 선택값"
"FSRC_4F4142B9467B","SRC_4F4142B9467B","","","","","0","","실제 사용자 선택값"
"FSRC_DABFC7C5B7A4","SRC_DABFC7C5B7A4","","","","","0","Tokyo","실제 사용자 선택값"
"FSRC_0EA3B7803DC7","SRC_0EA3B7803DC7","","","","","0","Tokyo","실제 사용자 선택값"
"FSRC_F7ADC477C517","SRC_F7ADC477C517","","","","","0","Tokyo","실제 사용자 선택값"
"FSRC_BBE7D10D6F39","SRC_BBE7D10D6F39","","","","","0","Tokyo","실제 사용자 선택값"
"FSRC_4D29C8DFB546","SRC_4D29C8DFB546","Hotel","","","","1","Tokyo","실제 사용자 선택값"
"FSRC_82A6C4B8F6AD","SRC_82A6C4B8F6AD","Ryokan","","8","400000","0","Sapporo","실제 사용자 선택값"
"FSRC_3FEFC25AC972","SRC_3FEFC25AC972","","","8","300000","2","Tokyo","실제 사용자 선택값"
"FSRC_08831DF2EBE6","SRC_08831DF2EBE6","Hostel","","8","200000","0","Sapporo","실제 사용자 선택값"
"FSRC_E9BE7262FB52","SRC_E9BE7262FB52","Hostel","","8","200000","1","Sapporo","실제 사용자 선택값"
"FSRC_C40D30F65031","SRC_C40D30F65031","Hostel","","8","200000","2","Sapporo","실제 사용자 선택값"
"FSRC_C1A79A2714ED","SRC_C1A79A2714ED","Hotel","","7","200000","4","Fukuoka","실제 사용자 선택값"
"FSRC_77A8D5EB7206","SRC_77A8D5EB7206","Hotel","","7","200000","3","Fukuoka","실제 사용자 선택값"
"FSRC_5F8D1E665CFE","SRC_5F8D1E665CFE","Hotel","","7","200000","2","Fukuoka","실제 사용자 선택값"
"FSRC_1DA654B136D0","SRC_1DA654B136D0","Hotel","","7","123","4","Tokyo","실제 사용자 선택값"
"FSRC_B663684D7FD6","SRC_B663684D7FD6","Hotel","","7","","2","Tokyo","실제 사용자 선택값"
"FSRC_BB7E1E20E01A","SRC_BB7E1E20E01A","Hotel","","7","123","1","Tokyo","실제 사용자 선택값"
"FSRC_175D845CF3AC","SRC_175D845CF3AC","Hotel","","7","","1","Tokyo","실제 사용자 선택값"
"FSRC_4E88CC367AB2","SRC_4E88CC367AB2","Hotel","","7","","2","Tokyo","실제 사용자 선택값"
"FSRC_7DEAFEB79437","SRC_7DEAFEB79437","Hotel","","7","","3","Tokyo","실제 사용자 선택값"
"FSRC_4488AC529F07","SRC_4488AC529F07","","","","","0","Sapporo","실제 사용자 선택값"
"FSRC_7651E51220D4","SRC_7651E51220D4","","","","","0","Fukuoka","실제 사용자 선택값"
"FSRC_0F2E6F05283E","SRC_0F2E6F05283E","","","","","0","Kyoto","실제 사용자 선택값"
"FSRC_8492C98AC4F4","SRC_8492C98AC4F4","","","","","0","Osaka","실제 사용자 선택값"
"FSRC_7A3C366DFA54","SRC_7A3C366DFA54","","","","","0","Tokyo","실제 사용자 선택값"
"FSRC_5FACD1CBB4BC","SRC_5FACD1CBB4BC","","","","","0","Tokyo","실제 사용자 선택값"
"FSRC_F86758A4F1A4","SRC_F86758A4F1A4","","","","","1","Tokyo","실제 사용자 선택값"
"FSRC_A4FA11F9B823","SRC_A4FA11F9B823","","","","","1","Tokyo","실제 사용자 선택값"
"FSRC_8D2C8EEA5587","SRC_8D2C8EEA5587","","","","","1","서울","실제 사용자 선택값"
"FSRC_748ECAC2D903","SRC_748ECAC2D903","Hotel","","8","","4","Tokyo","실제 사용자 선택값"
"FSRC_F239FA1799DC","SRC_F239FA1799DC","Hotel","5","8","","0","Tokyo","실제 사용자 선택값"
"FSRC_A3467112F921","SRC_A3467112F921","Hotel","5","8","","3","Tokyo","실제 사용자 선택값"
