"hotel_id","hotel_name","city_name","grade","hotel_address","user_rating","review_count","property_type","actual_address","actual_city","actual_prefecture","actual_postal_code","actual_latitude","actual_longitude","actual_phone","actual_star_rating","supplier_hotel_code","rtx_code","agoda_code","expedia_code","top_selling_rank","source_last_mapped_at","actual_data_sources","data_origin"
"H0418","Mitsui Garden Hotel Kyoto Kawaramachi Jokyoji","Kyoto","3","620 Teianmaenocho, Shimogyo-ku","9.6","1329","Hotel","620 Teianmaenocho, Shimogyo-ku","Kyoto","Kyoto","600-8031","35.0029595","135.7672044","81-75-354-1131","2.5","JPKYT00308","xF1D","15960079","","","2025-09-15 12:31:43","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0419","The Westin Miyako Kyoto","Kyoto","4","1 Kachocho, Awataguchi, Higashiyama-ku","9.7","1426","Ryokan","1 Kachocho, Awataguchi, Higashiyama-ku","Kyoto","Kyoto","605-0052","35.00840669","135.7879456","81-75-771-7111","5.0","JPKYT00029","Hisy","51415","878301","","2026-07-20 17:50:53","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0420","The Ritz-Carlton Kyoto","Kyoto","5","Kamogawa, Nijo ohashi hotori, Nakagyo-ku","9.8","1523","Hotel","Kamogawa, Nijo ohashi hotori, Nakagyo-ku","Kyoto","Kyoto","604-0902","35.013925","135.7708402","81-75-746-5555","5.0","JPKYT00064","HsYT","626318","","","2025-06-27 15:37:21","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0421","ROKU Kyoto LXR Hotels & Resorts","Kyoto","3","44-1 Kinugasakagamiishicho, Kita-ku","7.1","1620","Hotel","44-1 Kinugasakagamiishicho, Kita-ku","Kyoto","Kyoto","603-8451","35.0476651","135.7346765","81-75-320-0111","5.0","JPKYT00355","uawy","26862568","","","2026-06-17 17:24:42","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0422","Dusit Thani Kyoto","Kyoto","4","466 Nishinotoincho, Shimogyo-ku","7.199999999999999","1717","Hotel","466 Nishinotoincho, Shimogyo-ku","Kyoto","Kyoto","600-8327","34.9921807","135.7547874","81-75-343-7150","5.0","JPKYT00344","n0k0","41201648","","2765","2026-06-17 14:54:25","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0423","Park Hyatt Kyoto","Kyoto","5","360 Kodaiji, Masuyacho, Higashiyama","7.3","1814","Hotel","360 Kodaiji, Masuyacho, Higashiyama","Kyoto","Kyoto","605-0826","34.9989952","135.7808695","81-75-531-1234","5.0","JPKYT00306","prFj","7652335","37609460","","2025-09-22 15:23:38","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0424","Four Seasons Hotel Kyoto","Kyoto","3","282-1 Higuchicho, Shimogyo-ku","7.3999999999999995","1911","Hotel","282-1 Higuchicho, Shimogyo-ku","Kyoto","Kyoto","600-8458","34.9976796","135.75380110000003","81-75-354-5159","1.0","JPKYT00131","pnrp","","","","2025-12-06 23:00:24","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0425","Aman Kyoto","Kyoto","4","Kyoto 히가시야마","7.5","2008","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0426","Ace Hotel Kyoto","Kyoto","5","245-2 Kurumayacho, Nakagyo-ku","7.6","2105","Hotel","245-2 Kurumayacho, Nakagyo-ku","Kyoto","Kyoto","604-8185","35.00977400000001","135.7599798","81-75-229-9000","5.0","JPKYT00291","acHk","13482279","45895767","","2025-12-05 23:03:04","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0427","Hotel Okura Kyoto","Kyoto","3","537-4 Ichinofunairicho, Chukyo-ku","7.699999999999999","2202","Hotel","537-4 Ichinofunairicho, Chukyo-ku","Kyoto","Kyoto","604-8558","35.01122261","135.7695526","81-75-211-5111","5.0","","qgjA","817","","1688","","RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0428","ANA Crowne Plaza Hotel Kyoto","Kyoto","4","Nijo-jo-mae, Horikawa-dori, Nakagyo-ku, Kyoto-shi, Kyoto, 604-0055, Japan","7.8","2299","Hotel","Nijo-jo-mae, Horikawa-dori, Nakagyo-ku, Kyoto-shi, Kyoto, 604-0055, Japan","Kyoto","","","35.0127822","135.75290080000002","81-75-2311155","","JPKYT00004","","","","","2025-09-15 12:31:43","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0429","Kyoto Brighton Hotel","Kyoto","5","Kyoto 오하라","7.8999999999999995","2396","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0430","Hotel Nikko Princess Kyoto","Kyoto","3","630 Karasuma, Takatsuji, Takahashicho, Kamigyo-ku","8.0","2493","Resort","630 Karasuma, Takatsuji, Takahashicho, Kamigyo-ku","Kyoto","Kyoto","600-8096","35.00021254","135.7608843","81-75-342-2111","4.0","JPKYT00050","1oz7","488381","26216","","2025-09-15 12:31:43","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0431","Solaria Nishitetsu Hotel Kyoto Premier","Kyoto","4","509 Kamiosaka-cho, Kiyamachi-dori Sanjo-agaru,   Kyoto","8.1","2590","Hotel","509 Kamiosaka-cho, Kiyamachi-dori Sanjo-agaru,   Kyoto","Kyoto","","","35.010666","135.770979","008175-708-5757","","JPKYT00260","","","","","2025-12-06 23:00:24","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0432","Kyoto Granbell Hotel","Kyoto","5","27 Yamatocho Higashiyama-ku","8.2","2687","Hotel","27 Yamatocho Higashiyama-ku","Kyoto","Kyoto","605-0802","35.00273194","135.7729983","81-75-277-7330","3.0","JPUKY00016","DWNf","2161327","18414583","","2026-07-08 16:26:10","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0433","Kyoto Tower Hotel","Kyoto","3","721-1 Higashishiokojicho, Kamigyo-ku","8.299999999999999","2784","Hotel","721-1 Higashishiokojicho, Kamigyo-ku","Kyoto","Kyoto","600-8216","34.98755006","135.7592793","81-75-361-3212","2.5","JPKYT00079","DKRI","51412","6656790","","2025-12-23 11:44:42","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0434","Kyoto Tower Hotel Annex","Kyoto","4","595-1 Higashishiokojicho, Shimogyo-ku","8.4","2881","Hotel","595-1 Higashishiokojicho, Shimogyo-ku","Kyoto","Kyoto","600-8216","34.98829049","135.756568","81-75-343-3111","3.5","JPKYT00011","vCrP","68316","6661095","1529","2026-06-17 18:10:37","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0435","The Royal Park Hotel Kyoto Umekoji","Kyoto","5","9-3 Kankijicho Shimogyo-ku","8.5","2978","Hotel","9-3 Kankijicho Shimogyo-ku","Kyoto","Kyoto","600-8835","34.98839274","135.7443295","81-75-354-1111","3.0","JPKYT00361","Ml9w","14695014","","","2025-07-18 16:18:10","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0436","The Royal Park Canvas Kyoto Nijo","Kyoto","3","22-7 Nishinokyo, Shokushicho, Nakagyo-ku","8.6","3075","Hotel","22-7 Nishinokyo, Shokushicho, Nakagyo-ku","Kyoto","Kyoto","604-8381","35.01072869","135.7428082","81-75-811-1112","3.0","JPKYT00315","2dh9","20759533","","","2025-12-06 23:00:24","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0437","Oakwood Hotel Oike Kyoto","Kyoto","4","165-1 Moriyamacho, Nakagyo-ku","8.7","3172","Hotel","165-1 Moriyamacho, Nakagyo-ku","Kyoto","Kyoto","604-0953","35.0113968","135.7653326","81-75-241-3390","2.5","JPUKY00110","PkwK","39798985","","","2026-06-17 14:54:25","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0438","Fauchon Hotel Kyoto","Kyoto","5","406 Nanbacho, Shimogyo-ku","8.799999999999999","3269","Ryokan","406 Nanbacho, Shimogyo-ku","Kyoto","Kyoto","600-8027","34.9985332","135.7676684","81-75-751-7711","4.5","JPUKY00134","Ys8O","18466563","","","2025-12-06 23:00:24","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0439","Suiran a Luxury Collection Hotel Kyoto","Kyoto","3","12 Susukinobaba-cho, Saga-Tenryuji, Ukyo-ku, Kyoto Kyoto Japan","8.9","3366","Hotel","12 Susukinobaba-cho, Saga-Tenryuji, Ukyo-ku, Kyoto Kyoto Japan","Kyoto","","","35.0137742","135.6732767","81758720101","","JPKYT00140","","","","","2025-06-26 15:50:33","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0440","Dhawa Yura Kyoto","Kyoto","4","84 Ohashicho Higashiyama ku,   KYOTO","9.0","3463","Hotel","84 Ohashicho Higashiyama ku,   KYOTO","Kyoto","","","35.009159","135.774096","+81753665800","","JPKYT00232","","","","","2025-12-06 23:00:24","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0441","Hotel Tavinos Kyoto","Kyoto","5","612 Azuchicho, Kawaramachi-dori Gojo Agaru, Shimogyo-ku, Kyoto, 600-8040, Japan","9.1","3560","Resort","612 Azuchicho, Kawaramachi-dori Gojo Agaru, Shimogyo-ku, Kyoto, 600-8040, Japan","Kyoto","","","34.996496","135.7663133","075-320-4111","","JPKYT00289","","","","","2025-12-06 23:00:24","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0442","Hotel The M's Kyoto","Kyoto","3","6 Higashisannocho, Higashikujo, Minami-ku","9.2","3657","Hotel","6 Higashisannocho, Higashikujo, Minami-ku","Kyoto","Kyoto","601-8004","34.98219424","135.7612523","81-75-330-9300","2.0","JPUKY00129","Mk7b","21951014","61628354","","2025-12-06 23:00:24","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0443","Hotel M's Plus Shijo Omiya","Kyoto","4","114 Nishikiomiyacho, Omiya Nishiiru, Shijo-dori, Nakagyo-ku","9.3","3754","Hotel","114 Nishikiomiyacho, Omiya Nishiiru, Shijo-dori, Nakagyo-ku","Kyoto","Kyoto","604-8365","35.0040068","135.7476387","81-75-813-0258","3.0","JPKYT00147","srj2","1618153","","","2025-07-18 16:46:51","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0444","Sequence Kyoto Gojo","Kyoto","5","409 Gojo, Karasumacho, Shimogyo-ku","9.399999999999999","3851","Hotel","409 Gojo, Karasumacho, Shimogyo-ku","Kyoto","Kyoto","600-8418","34.99795360000001","135.7594617","81-75-353-0031","3.0","JPKYT00309","YOoB","12506406","","","2025-12-06 23:00:24","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0445","Oriental Hotel Kyoto Rokujo","Kyoto","3","181 Bokumikanabutsucho, Shimogyo-ku","9.5","3948","Hotel","181 Bokumikanabutsucho, Shimogyo-ku","Kyoto","Kyoto","600-8333","34.99442581","135.7535855","81-75-343-8111","2.5","JPSMT00001","6bpH","8351424","37325068","","2025-12-06 23:00:24","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0446","Karaksa Hotel Kyoto I","Kyoto","4","Kyoto 니조성","9.6","4045","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0447","Urban Hotel Kyoto Shijo Premium","Kyoto","5","272-6 Shijohorikawacho, Shimogyo-ku","9.7","4142","Hotel","272-6 Shijohorikawacho, Shimogyo-ku","Kyoto","Kyoto","600-8481","35.00279817999999","135.7524358","81-75-406-1835","3.0","JPKYT00294","jr5m","","","752","2026-01-07 12:35:19","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0448","Kyoto Hot Spring Hatoya Zuihokaku Hotel","Kyoto","3","802 Minami fudondocho, Kamigyo-ku","9.8","4239","Hotel","802 Minami fudondocho, Kamigyo-ku","Kyoto","Kyoto","600-8234","34.98692225","135.7550186","81-75-361-1231","4.5","JPKYT00094","Pkba","179076","7803718","","2025-09-15 12:31:43","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0449","Mimaru Kyoto Station","Kyoto","4","15-1 Higashikujo-higashisannocho Minami-ku","7.1","4336","Hotel","15-1 Higashikujo-higashisannocho Minami-ku","Kyoto","Kyoto","601-8004","34.98431289999999","135.7616765","81-75-585-9291","2.0","JPKYT00325","63du","6992283","","","2025-12-06 23:00:24","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0450","Mimaru Suites Kyoto Central","Kyoto","5","154-3 Nagahamacho, Nakagyo-ku","7.199999999999999","4433","Hotel","154-3 Nagahamacho, Nakagyo-ku","Kyoto","Kyoto","604-8201","35.01030618000001","135.7571674","81-75-585-4321","2.0","JPKYT00767","KVSS","26956778","","","2025-12-05 23:03:04","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0451","&haku","Kyoto","3","Kyoto 교토역","7.3","4530","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0452","519 Kitakinomotochō","Kyoto","4","Kyoto 기온","7.3999999999999995","4627","Resort","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0453","828 Kyoto","Kyoto","5","Kyoto 가와라마치","7.5","4724","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0454","9hours Kyoto","Kyoto","3","Kyoto 아라시야마","7.6","4821","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0455","ABホテル 京都四条堀川","Kyoto","4","Kyoto 히가시야마","7.699999999999999","4918","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0456","add.hostel","Kyoto","5","Kyoto 니조성","7.8","115","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0457","AKARI二条城","Kyoto","3","Kyoto 가라스마","7.8999999999999995","212","Ryokan","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0458","Amber House Gion","Kyoto","4","Kyoto 후시미","8.0","309","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0459","ANA Crowne Plaza Kyoto","Kyoto","5","Nijo-jo-mae, Horikawa-dori, Nakagyo-ku, Kyoto-shi, Kyoto, 604-0055, Japan","8.1","406","Hotel","Nijo-jo-mae, Horikawa-dori, Nakagyo-ku, Kyoto-shi, Kyoto, 604-0055, Japan","Kyoto","","","35.0127822","135.75290080000002","81-75-2311155","","JPKYT00004","","","","","2025-09-15 12:31:43","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0460","ANGO","Kyoto","3","Kyoto 교토고쇼","8.2","503","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0461","Aoi Hotel Kyoto","Kyoto","4","146 Tenno Cho Shimogyo Ku Kiyamachidori, Bukkoji Agaru, Tenno-choBukkoji AgaruKyoto 600-8013, Kyoto, 600-8013, Japan","8.299999999999999","600","Hotel","146 Tenno Cho Shimogyo Ku Kiyamachidori, Bukkoji Agaru, Tenno-choBukkoji AgaruKyoto 600-8013, Kyoto, 600-8013, Japan","Kyoto","","","35.001504397297005","135.76996443684007","+81 75 3547770","","JPKYT00702","","","","","2026-07-08 16:26:10","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0462","APA GARDEN COURT 烏丸錦","Kyoto","5","Kyoto 기온","8.4","697","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0463","APA Hotel","Kyoto","3","Kyoto 가와라마치","8.5","794","Resort","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0464","APA Hotel Gion","Kyoto","4","Kyoto 아라시야마","8.6","891","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0465","APA Hotel Horikawadori","Kyoto","5","Kyoto 히가시야마","8.7","988","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0466","APA Hotel Kyoto Gojo Omiya","Kyoto","3","467 Minami monzencho, Shimogyo-ku","8.799999999999999","1085","Hotel","467 Minami monzencho, Shimogyo-ku","Kyoto","Kyoto","600-8372","34.9968021","135.7495304","81-75-406-7616","","JPKYT00692","HmSw","55910054","","","2025-12-06 23:00:24","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0467","Apartment","Kyoto","4","Kyoto 가라스마","8.9","1182","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0468","APAホテル京都駅前中央口","Kyoto","5","Kyoto 후시미","9.0","1279","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0469","Arashiyama Benkei hotel","Kyoto","3","34 Susukinobaba-cho, Sagatenryuji , Ukyo-ku,   Kyoto","9.1","1376","Hotel","34 Susukinobaba-cho, Sagatenryuji , Ukyo-ku,   Kyoto","Kyoto","","","35.013806","135.675162","008175-872-3355","","JPKYT00185","","","","","2025-07-16 18:15:14","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0470","Arc Hotel","Kyoto","4","Kyoto 교토고쇼","9.2","1473","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0471","ASAI Kyoto Shijo","Kyoto","5","444 Shunzeicho, Shimogyo-ku","9.3","1570","Hotel","444 Shunzeicho, Shimogyo-ku","Kyoto","","","34.99865","135.76036","81-75-371-1808","","JPKYT00419","","","","","2026-06-17 14:54:25","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0472","Atagoya guest house","Kyoto","3","Kyoto 기온","9.399999999999999","1667","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0473","Ayaha Lake Side Hotel","Kyoto","4","Kyoto 가와라마치","9.5","1764","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0474","Ayome 文月","Kyoto","5","Kyoto 아라시야마","9.6","1861","Resort","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0475","Azure Nijo Kyoto House","Kyoto","3","Kyoto 히가시야마","9.7","1958","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0476","Banyan Tree Higashiyama Kyoto","Kyoto","4","7 Ryozancho, Seikanji, Higashiyama-ku","9.8","2055","Ryokan","7 Ryozancho, Seikanji, Higashiyama-ku","Kyoto","Kyoto","605-0861","34.99822879999999","135.7834638","81-75-531-0500","5.0","JPKYT00208","HsCg","55605084","","2503","2025-12-05 23:03:04","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0477","Biwako Hotel","Kyoto","5","2-40 Hamamachi","7.1","2152","Hotel","2-40 Hamamachi","Otsu","Shiga","520-0041","35.01045280000001","135.8680079","81-77-524-7111","4.5","JPSHF00009","D5Tc","186489","6237155","","2025-07-15 17:13:01","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0478","Biwako Raken Hotel Izutsu","Kyoto","3","Kyoto 후시미","7.199999999999999","2249","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0479","BJ Family House","Kyoto","4","345 Sumiyoshicho, Shimogyo Ward, Kyoto, 600-8143, , Kyoto, 600-8143, Japan","7.3","2346","Hotel","345 Sumiyoshicho, Shimogyo Ward, Kyoto, 600-8143, , Kyoto, 600-8143, Japan","Kyoto","","","34.9901343","135.7644004","+81 75 344 0622","","JPKYT00556","","","","","2025-12-05 23:03:04","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
