"room_id","hotel_id","guest_count","room_count","room_options","pay_later_flag","free_cancel_flag","room_price","room_type","data_origin"
"R0451_2","H0451","3","4","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","185000","디럭스 트윈","전체 가상 시뮬레이션"
"R0451_3","H0451","4","1","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":false,""pool"":true,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","0","1","210000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0452_1","H0452","2","4","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","1","1","165000","스탠다드 더블","전체 가상 시뮬레이션"
"R0452_2","H0452","3","1","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":false,""pool"":true,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","0","1","190000","디럭스 트윈","전체 가상 시뮬레이션"
"R0452_3","H0452","4","2","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","1","0","215000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0453_1","H0453","2","1","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":true,""spa"":false,""pool"":true,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","0","1","170000","스탠다드 더블","전체 가상 시뮬레이션"
"R0453_2","H0453","3","2","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","1","0","195000","디럭스 트윈","전체 가상 시뮬레이션"
"R0453_3","H0453","4","3","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","220000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0454_1","H0454","2","2","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":true}","1","0","175000","스탠다드 더블","전체 가상 시뮬레이션"
"R0454_2","H0454","3","3","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","200000","디럭스 트윈","전체 가상 시뮬레이션"
"R0454_3","H0454","4","4","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":true,""smoking"":false}","1","1","225000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0455_1","H0455","2","3","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","1","1","180000","스탠다드 더블","전체 가상 시뮬레이션"
"R0455_2","H0455","3","4","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":true,""smoking"":false}","1","1","205000","디럭스 트윈","전체 가상 시뮬레이션"
"R0455_3","H0455","4","1","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":true,""pool"":true,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","0","0","230000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0456_1","H0456","2","4","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":true,""smoking"":true}","1","1","185000","스탠다드 더블","전체 가상 시뮬레이션"
"R0456_2","H0456","3","1","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":true,""pool"":true,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","0","0","210000","디럭스 트윈","전체 가상 시뮬레이션"
"R0456_3","H0456","4","2","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","235000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0457_1","H0457","2","1","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":true,""spa"":true,""pool"":true,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":true}","0","0","190000","스탠다드 더블","전체 가상 시뮬레이션"
"R0457_2","H0457","3","2","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","215000","디럭스 트윈","전체 가상 시뮬레이션"
"R0457_3","H0457","4","3","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","240000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0458_1","H0458","2","2","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","1","1","195000","스탠다드 더블","전체 가상 시뮬레이션"
"R0458_2","H0458","3","3","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","220000","디럭스 트윈","전체 가상 시뮬레이션"
"R0458_3","H0458","4","4","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","1","0","245000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0459_1","H0459","2","3","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","1","1","200000","스탠다드 더블","전체 가상 시뮬레이션"
"R0459_2","H0459","3","4","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","1","0","225000","디럭스 트윈","전체 가상 시뮬레이션"
"R0459_3","H0459","4","1","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":false,""pool"":true,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","0","1","250000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0460_1","H0460","2","4","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":true}","1","0","205000","스탠다드 더블","전체 가상 시뮬레이션"
"R0460_2","H0460","3","1","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":false,""pool"":true,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","0","1","230000","디럭스 트윈","전체 가상 시뮬레이션"
"R0460_3","H0460","4","2","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","255000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0461_1","H0461","2","1","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":true,""spa"":false,""pool"":true,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","0","1","210000","스탠다드 더블","전체 가상 시뮬레이션"
"R0461_2","H0461","3","2","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","235000","디럭스 트윈","전체 가상 시뮬레이션"
"R0461_3","H0461","4","3","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":true,""smoking"":false}","1","0","260000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0462_1","H0462","2","2","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","1","1","215000","스탠다드 더블","전체 가상 시뮬레이션"
"R0462_2","H0462","3","3","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":true,""smoking"":false}","1","0","240000","디럭스 트윈","전체 가상 시뮬레이션"
"R0462_3","H0462","4","4","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","265000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0463_1","H0463","2","3","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":true,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":true,""smoking"":true}","1","0","220000","스탠다드 더블","전체 가상 시뮬레이션"
"R0463_2","H0463","3","4","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","245000","디럭스 트윈","전체 가상 시뮬레이션"
"R0463_3","H0463","4","1","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":false,""pool"":true,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","0","1","270000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0464_1","H0464","2","4","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","1","1","225000","스탠다드 더블","전체 가상 시뮬레이션"
"R0464_2","H0464","3","1","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":false,""pool"":true,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","0","1","250000","디럭스 트윈","전체 가상 시뮬레이션"
"R0464_3","H0464","4","2","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","1","0","275000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0465_1","H0465","2","1","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":true,""spa"":false,""pool"":true,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","0","1","230000","스탠다드 더블","전체 가상 시뮬레이션"
"R0465_2","H0465","3","2","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","1","0","255000","디럭스 트윈","전체 가상 시뮬레이션"
"R0465_3","H0465","4","3","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","280000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0466_1","H0466","2","2","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":true}","1","0","235000","스탠다드 더블","전체 가상 시뮬레이션"
"R0466_2","H0466","3","3","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","260000","디럭스 트윈","전체 가상 시뮬레이션"
"R0466_3","H0466","4","4","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","285000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0467_1","H0467","2","3","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","1","1","240000","스탠다드 더블","전체 가상 시뮬레이션"
"R0467_2","H0467","3","4","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","265000","디럭스 트윈","전체 가상 시뮬레이션"
"R0467_3","H0467","4","1","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":true,""pool"":true,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","0","0","290000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0468_1","H0468","2","4","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","1","1","245000","스탠다드 더블","전체 가상 시뮬레이션"
"R0468_2","H0468","3","1","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":true,""pool"":true,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","0","0","270000","디럭스 트윈","전체 가상 시뮬레이션"
"R0468_3","H0468","4","2","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":true,""smoking"":false}","1","1","295000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0469_1","H0469","2","1","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":true,""spa"":true,""pool"":true,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":true}","0","0","250000","스탠다드 더블","전체 가상 시뮬레이션"
"R0469_2","H0469","3","2","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":true,""smoking"":false}","1","1","275000","디럭스 트윈","전체 가상 시뮬레이션"
"R0469_3","H0469","4","3","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","300000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0470_1","H0470","2","2","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":true,""smoking"":true}","1","1","255000","스탠다드 더블","전체 가상 시뮬레이션"
"R0470_2","H0470","3","3","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","280000","디럭스 트윈","전체 가상 시뮬레이션"
"R0470_3","H0470","4","4","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","1","0","305000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0471_1","H0471","2","3","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","1","1","260000","스탠다드 더블","전체 가상 시뮬레이션"
"R0471_2","H0471","3","4","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","1","0","285000","디럭스 트윈","전체 가상 시뮬레이션"
"R0471_3","H0471","4","1","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":false,""pool"":true,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","0","1","310000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0472_1","H0472","2","4","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":true}","1","0","265000","스탠다드 더블","전체 가상 시뮬레이션"
"R0472_2","H0472","3","1","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":false,""pool"":true,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","0","1","290000","디럭스 트윈","전체 가상 시뮬레이션"
"R0472_3","H0472","4","2","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","315000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0473_1","H0473","2","1","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":true,""spa"":false,""pool"":true,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","0","1","270000","스탠다드 더블","전체 가상 시뮬레이션"
"R0473_2","H0473","3","2","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","295000","디럭스 트윈","전체 가상 시뮬레이션"
"R0473_3","H0473","4","3","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","1","0","320000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0474_1","H0474","2","2","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","1","1","275000","스탠다드 더블","전체 가상 시뮬레이션"
"R0474_2","H0474","3","3","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","1","0","300000","디럭스 트윈","전체 가상 시뮬레이션"
"R0474_3","H0474","4","4","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","325000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0475_1","H0475","2","3","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":true,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":true}","1","0","280000","스탠다드 더블","전체 가상 시뮬레이션"
"R0475_2","H0475","3","4","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","305000","디럭스 트윈","전체 가상 시뮬레이션"
"R0475_3","H0475","4","1","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":false,""pool"":true,""balcony"":false,""bathtub"":false,""pet_friendly"":true,""smoking"":false}","0","1","330000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0476_1","H0476","2","4","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","1","1","285000","스탠다드 더블","전체 가상 시뮬레이션"
"R0476_2","H0476","3","1","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":false,""pool"":true,""balcony"":false,""bathtub"":false,""pet_friendly"":true,""smoking"":false}","0","1","310000","디럭스 트윈","전체 가상 시뮬레이션"
"R0476_3","H0476","4","2","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","1","0","335000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0477_1","H0477","2","1","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":true,""spa"":false,""pool"":true,""balcony"":false,""bathtub"":false,""pet_friendly"":true,""smoking"":true}","0","1","290000","스탠다드 더블","전체 가상 시뮬레이션"
"R0477_2","H0477","3","2","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","1","0","315000","디럭스 트윈","전체 가상 시뮬레이션"
"R0477_3","H0477","4","3","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","340000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0478_1","H0478","2","2","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":true,""pool"":false,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":true}","1","0","295000","스탠다드 더블","전체 가상 시뮬레이션"
"R0478_2","H0478","3","3","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","320000","디럭스 트윈","전체 가상 시뮬레이션"
"R0478_3","H0478","4","4","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","345000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0479_1","H0479","2","3","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","1","1","300000","스탠다드 더블","전체 가상 시뮬레이션"
"R0479_2","H0479","3","4","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","325000","디럭스 트윈","전체 가상 시뮬레이션"
"R0479_3","H0479","4","1","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":true,""pool"":true,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","0","0","350000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0480_1","H0480","2","4","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","1","1","305000","스탠다드 더블","전체 가상 시뮬레이션"
"R0480_2","H0480","3","1","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":true,""spa"":true,""pool"":true,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":false}","0","0","330000","디럭스 트윈","전체 가상 시뮬레이션"
"R0480_3","H0480","4","2","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","355000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0481_1","H0481","2","1","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":true,""spa"":true,""pool"":true,""balcony"":true,""bathtub"":true,""pet_friendly"":false,""smoking"":true}","0","0","70000","스탠다드 더블","전체 가상 시뮬레이션"
"R0481_2","H0481","3","2","{""bed_type"":""싱글베드 2개"",""view_type"":""가든뷰"",""size_sqm"":33,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","95000","디럭스 트윈","전체 가상 시뮬레이션"
"R0481_3","H0481","4","3","{""bed_type"":""킹베드 1개"",""view_type"":""파노라마뷰"",""size_sqm"":42,""breakfast"":true,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":false}","1","1","120000","프리미엄 스위트","전체 가상 시뮬레이션"
"R0482_1","H0482","2","2","{""bed_type"":""퀸베드 1개"",""view_type"":""시티뷰"",""size_sqm"":24,""breakfast"":false,""spa"":false,""pool"":false,""balcony"":false,""bathtub"":false,""pet_friendly"":false,""smoking"":true}","1","1","75000","스탠다드 더블","전체 가상 시뮬레이션"
