"search_result_id","search_id","hotel_id","room_id","result_score","result_rank","price_rank","data_origin"
"XE23nXmD2z3","Q9NAGk8lOS","H0287","R0287_1","0.0","152","196","실제 노출 로그 / 점수·순위는 실험용"
"XEagiaBLqHx","Q9NAGk8lOS","H0231","R0231_1","0.0","153","164","실제 노출 로그 / 점수·순위는 실험용"
"XEPPpVOILlI","Q9NAGk8lOS","H0371","R0371_1","0.0","154","147","실제 노출 로그 / 점수·순위는 실험용"
"XECbAKNwhLm","Q9NAGk8lOS","H0315","R0315_1","0.0","155","116","실제 노출 로그 / 점수·순위는 실험용"
"XEWS1NHBCVx","Q9NAGk8lOS","H0259","R0259_1","0.0","156","84","실제 노출 로그 / 점수·순위는 실험용"
"XEXjmPJUX6y","Q9NAGk8lOS","H0202","R0202_1","0.0","157","41","실제 노출 로그 / 점수·순위는 실험용"
"XE7AqRVuiJF","Q9NAGk8lOS","H0398","R0398_1","0.0","158","61","실제 노출 로그 / 점수·순위는 실험용"
"XE28MWImGWH","Q9NAGk8lOS","H0342","R0342_1","0.0","159","24","실제 노출 로그 / 점수·순위는 실험용"
"XEPY2btY4Po","Q9NAGk8lOS","H0286","R0286_1","0.0","160","192","실제 노출 로그 / 점수·순위는 실험용"
"XEKkGamzpgT","Q9NAGk8lOS","H0230","R0230_1","0.0","161","160","실제 노출 로그 / 점수·순위는 실험용"
"XEZPbEq6ptU","Q9NAGk8lOS","H0370","R0370_1","0.0","162","143","실제 노출 로그 / 점수·순위는 실험용"
"XEAb0yz5qGq","Q9NAGk8lOS","H0314","R0314_1","0.0","163","112","실제 노출 로그 / 점수·순위는 실험용"
"XE9xuufDqDD","Q9NAGk8lOS","H0258","R0258_1","0.0","164","80","실제 노출 로그 / 점수·순위는 실험용"
"XEjmpdVDEQO","Q9NAGk8lOS","H0201","R0201_1","0.0","165","36","실제 노출 로그 / 점수·순위는 실험용"
"XEl2f8XLO5S","Q9NAGk8lOS","H0397","R0397_1","0.0","166","56","실제 노출 로그 / 점수·순위는 실험용"
"XEBKalp5abT","Q9NAGk8lOS","H0341","R0341_1","0.0","167","20","실제 노출 로그 / 점수·순위는 실험용"
"XE0034a0Jo7","Q9NAGk8lOS","H0285","R0285_1","0.0","168","188","실제 노출 로그 / 점수·순위는 실험용"
"XEmeIkuLWvX","Q9NAGk8lOS","H0229","R0229_1","0.0","169","156","실제 노출 로그 / 점수·순위는 실험용"
"XE6rZKkmXeM","Q9NAGk8lOS","H0369","R0369_1","0.0","170","139","실제 노출 로그 / 점수·순위는 실험용"
"XE8WdxjY2GK","Q9NAGk8lOS","H0313","R0313_1","0.0","171","108","실제 노출 로그 / 점수·순위는 실험용"
"XE7U7Fe3CVS","Q9NAGk8lOS","H0257","R0257_1","0.0","172","76","실제 노출 로그 / 점수·순위는 실험용"
"XE82NC5WXmw","Q9NAGk8lOS","H0396","R0396_1","0.0","173","52","실제 노출 로그 / 점수·순위는 실험용"
"XEz60koiI26","Q9NAGk8lOS","H0340","R0340_1","0.0","174","16","실제 노출 로그 / 점수·순위는 실험용"
"XEDvObuWwer","Q9NAGk8lOS","H0284","R0284_1","0.0","175","184","실제 노출 로그 / 점수·순위는 실험용"
"XE0WA0hqHX7","Q9NAGk8lOS","H0228","R0228_1","0.0","176","152","실제 노출 로그 / 점수·순위는 실험용"
"XEBl6YNZeJJ","Q9NAGk8lOS","H0368","R0368_1","0.0","177","136","실제 노출 로그 / 점수·순위는 실험용"
"XE71DiQYSB1","Q9NAGk8lOS","H0312","R0312_1","0.0","178","104","실제 노출 로그 / 점수·순위는 실험용"
"XE6kpaHx6fd","Q9NAGk8lOS","H0256","R0256_1","0.0","179","72","실제 노출 로그 / 점수·순위는 실험용"
"XEz73kaY8n4","Q9NAGk8lOS","H0395","R0395_1","0.0","180","47","실제 노출 로그 / 점수·순위는 실험용"
"XEfPCCfWj5I","Q9NAGk8lOS","H0339","R0339_1","0.0","181","12","실제 노출 로그 / 점수·순위는 실험용"
"XEn7EWC7QNY","Q9NAGk8lOS","H0283","R0283_1","0.0","182","180","실제 노출 로그 / 점수·순위는 실험용"
"XE1TRhNFTNB","Q9NAGk8lOS","H0227","R0227_1","0.0","183","148","실제 노출 로그 / 점수·순위는 실험용"
"XEOuzN73p6x","Q9NAGk8lOS","H0367","R0367_1","0.0","184","132","실제 노출 로그 / 점수·순위는 실험용"
"XEDzR3EY0SU","Q9NAGk8lOS","H0311","R0311_1","0.0","185","100","실제 노출 로그 / 점수·순위는 실험용"
"XEkYRdNqazd","Q9NAGk8lOS","H0255","R0255_1","0.0","186","67","실제 노출 로그 / 점수·순위는 실험용"
"XEwC0XOdBBO","Q9NAGk8lOS","H0394","R0394_1","0.0","187","42","실제 노출 로그 / 점수·순위는 실험용"
"XERu4JZkKgJ","Q9NAGk8lOS","H0338","R0338_1","0.0","188","8","실제 노출 로그 / 점수·순위는 실험용"
"XEi28YrCt4h","Q9NAGk8lOS","H0282","R0282_1","0.0","189","176","실제 노출 로그 / 점수·순위는 실험용"
"XER7LnQ76JZ","Q9NAGk8lOS","H0226","R0226_1","0.0","190","144","실제 노출 로그 / 점수·순위는 실험용"
"XE9FOeRkNm6","Q9NAGk8lOS","H0366","R0366_1","0.0","191","128","실제 노출 로그 / 점수·순위는 실험용"
"XEr7q5eOvcD","Q9NAGk8lOS","H0310","R0310_1","0.0","192","96","실제 노출 로그 / 점수·순위는 실험용"
"XEE4s3M0o8N","Q9NAGk8lOS","H0254","R0254_1","0.0","193","62","실제 노출 로그 / 점수·순위는 실험용"
"XEctz6JIlmy","Q9NAGk8lOS","H0253","R0253_1","0.0","194","57","실제 노출 로그 / 점수·순위는 실험용"
"XEUi9aVOM6S","Q9NAGk8lOS","H0393","R0393_1","0.0","195","37","실제 노출 로그 / 점수·순위는 실험용"
"XEm5N9fOXue","Q9NAGk8lOS","H0337","R0337_1","0.0","196","4","실제 노출 로그 / 점수·순위는 실험용"
"XEFcyEtYuD0","Q9NAGk8lOS","H0281","R0281_1","0.0","197","172","실제 노출 로그 / 점수·순위는 실험용"
"XEehihRWR7V","Q9NAGk8lOS","H0225","R0225_1","0.0","198","140","실제 노출 로그 / 점수·순위는 실험용"
"XEFG6j9nGgK","Q9NAGk8lOS","H0365","R0365_1","0.0","199","124","실제 노출 로그 / 점수·순위는 실험용"
"XEkVYWaPKw8","Q9NAGk8lOS","H0309","R0309_1","0.0","200","92","실제 노출 로그 / 점수·순위는 실험용"
"XEXrHDigegJ","QcvPBwoECR","H0251","R0251_1","100.0","1","2","실제 노출 로그 / 점수·순위는 실험용"
"XELZKHx6lvK","QcvPBwoECR","H0291","R0291_1","99.0","2","1","실제 노출 로그 / 점수·순위는 실험용"
"XEIMBb7KGAy","QHiWt5hbZX","H0251","R0251_1","100.0","1","2","실제 노출 로그 / 점수·순위는 실험용"
"XEUFljNobDY","QHiWt5hbZX","H0291","R0291_1","99.0","2","1","실제 노출 로그 / 점수·순위는 실험용"
"XER4pcSEhCU","Qe3uY6H1Ix","H0083","R0083_1","100.0","1","15","실제 노출 로그 / 점수·순위는 실험용"
"XEphw46Bmiz","Qe3uY6H1Ix","H0193","R0193_1","99.0","2","1","실제 노출 로그 / 점수·순위는 실험용"
"XE292Jz1Ucs","Qe3uY6H1Ix","H0053","R0053_1","98.0","3","3","실제 노출 로그 / 점수·순위는 실험용"
"XEvnm2pDg0d","Qe3uY6H1Ix","H0023","R0023_1","97.0","4","10","실제 노출 로그 / 점수·순위는 실험용"
"XEHIe2AEG5b","Qe3uY6H1Ix","H0163","R0163_1","96.0","5","9","실제 노출 로그 / 점수·순위는 실험용"
"XEnwlUN1o5y","Qe3uY6H1Ix","H0133","R0133_1","95.0","6","16","실제 노출 로그 / 점수·순위는 실험용"
"XEtCYxsSj6e","Qe3uY6H1Ix","H0103","R0103_1","94.0","7","4","실제 노출 로그 / 점수·순위는 실험용"
"XErBxLlp0jO","Qe3uY6H1Ix","H0073","R0073_1","93.0","8","11","실제 노출 로그 / 점수·순위는 실험용"
"XEOqvba7Gzh","Qe3uY6H1Ix","H0043","R0043_1","92.0","9","18","실제 노출 로그 / 점수·순위는 실험용"
"XE3cbzZ19x3","Qe3uY6H1Ix","H0183","R0183_1","91.0","10","17","실제 노출 로그 / 점수·순위는 실험용"
"XE8aUDHuAkW","Qe3uY6H1Ix","H0013","R0013_1","90.0","11","6","실제 노출 로그 / 점수·순위는 실험용"
"XEURL6e3wOU","Qe3uY6H1Ix","H0153","R0153_1","89.0","12","5","실제 노출 로그 / 점수·순위는 실험용"
"XEimE1xepal","Qe3uY6H1Ix","H0123","R0123_1","88.0","13","12","실제 노출 로그 / 점수·순위는 실험용"
"XExs3CldEuL","Qe3uY6H1Ix","H0093","R0093_1","87.0","14","19","실제 노출 로그 / 점수·순위는 실험용"
"XEuTQRXpbsr","Qe3uY6H1Ix","H0063","R0063_1","86.0","15","7","실제 노출 로그 / 점수·순위는 실험용"
"XENrjUtmyIr","Qe3uY6H1Ix","H0033","R0033_1","85.0","16","14","실제 노출 로그 / 점수·순위는 실험용"
"XE2uDpSJVwD","Qe3uY6H1Ix","H0173","R0173_1","84.0","17","13","실제 노출 로그 / 점수·순위는 실험용"
"XEYRXS58aGq","Qe3uY6H1Ix","H0143","R0143_1","83.0","18","20","실제 노출 로그 / 점수·순위는 실험용"
"XEZoSDE9yIm","Qe3uY6H1Ix","H0003","R0003_1","82.0","19","2","실제 노출 로그 / 점수·순위는 실험용"
"XEyctdWJuhy","Qe3uY6H1Ix","H0113","R0113_1","81.0","20","8","실제 노출 로그 / 점수·순위는 실험용"
"XERacXm2dyB","QOL6MOrUPe","H0022","R0022_1","100.0","1","2","실제 노출 로그 / 점수·순위는 실험용"
"XE7nw4tRWy5","QOL6MOrUPe","H0162","R0162_1","99.0","2","1","실제 노출 로그 / 점수·순위는 실험용"
"XEyds0j9vdn","Q3lldU1XCw","H0022","R0022_1","100.0","1","2","실제 노출 로그 / 점수·순위는 실험용"
"XELjxC1EgGb","Q3lldU1XCw","H0162","R0162_1","99.0","2","1","실제 노출 로그 / 점수·순위는 실험용"
"XE40qnDvZV1","QD8mraWVi4","H0112","R0112_1","100.0","1","7","실제 노출 로그 / 점수·순위는 실험용"
"XEnkLWpLfHk","QD8mraWVi4","H0082","R0082_1","99.0","2","14","실제 노출 로그 / 점수·순위는 실험용"
"XEPmx4ZlKKS","QD8mraWVi4","H0192","R0192_1","98.0","3","20","실제 노출 로그 / 점수·순위는 실험용"
"XEvxE3mDnSw","QD8mraWVi4","H0052","R0052_1","97.0","4","2","실제 노출 로그 / 점수·순위는 실험용"
"XEJGjkMymEH","QD8mraWVi4","H0022","R0022_1","96.0","5","9","실제 노출 로그 / 점수·순위는 실험용"
"XEzp7qW1rF2","QD8mraWVi4","H0162","R0162_1","95.0","6","8","실제 노출 로그 / 점수·순위는 실험용"
"XEHFK4tOLab","QD8mraWVi4","H0132","R0132_1","94.0","7","15","실제 노출 로그 / 점수·순위는 실험용"
"XE0OdzI1G14","QD8mraWVi4","H0102","R0102_1","93.0","8","3","실제 노출 로그 / 점수·순위는 실험용"
"XEwbh1rgfBG","QD8mraWVi4","H0072","R0072_1","92.0","9","10","실제 노출 로그 / 점수·순위는 실험용"
"XETkFJ23f79","QD8mraWVi4","H0042","R0042_1","91.0","10","17","실제 노출 로그 / 점수·순위는 실험용"
"XEbWNUhiSo8","QD8mraWVi4","H0182","R0182_1","90.0","11","16","실제 노출 로그 / 점수·순위는 실험용"
"XErGNwlw7ah","QD8mraWVi4","H0152","R0152_1","89.0","12","4","실제 노출 로그 / 점수·순위는 실험용"
"XEG16cky54t","QD8mraWVi4","H0012","R0012_1","88.0","13","5","실제 노출 로그 / 점수·순위는 실험용"
"XEulsaAbSzl","QD8mraWVi4","H0122","R0122_1","87.0","14","11","실제 노출 로그 / 점수·순위는 실험용"
"XE8YIjvJxsS","QD8mraWVi4","H0092","R0092_1","86.0","15","18","실제 노출 로그 / 점수·순위는 실험용"
"XE3tR7N959u","QD8mraWVi4","H0062","R0062_1","85.0","16","6","실제 노출 로그 / 점수·순위는 실험용"
"XEv8fb9WI40","QD8mraWVi4","H0032","R0032_1","84.0","17","13","실제 노출 로그 / 점수·순위는 실험용"
"XE7sJGIfHYm","QD8mraWVi4","H0172","R0172_1","83.0","18","12","실제 노출 로그 / 점수·순위는 실험용"
"XEFYjiCBCdm","QD8mraWVi4","H0142","R0142_1","82.0","19","19","실제 노출 로그 / 점수·순위는 실험용"
"XEEo1NQERSa","QD8mraWVi4","H0002","R0002_1","81.0","20","1","실제 노출 로그 / 점수·순위는 실험용"
"XEtOAWJzChP","QwcHLdY10x","H0195","R0195_1","100.0","1","2","실제 노출 로그 / 점수·순위는 실험용"
"XEsCwXHbnqY","QwcHLdY10x","H0193","R0193_1","99.0","2","1","실제 노출 로그 / 점수·순위는 실험용"
"XEZp0Xr6uef","QwcHLdY10x","H0025","R0025_1","98.0","3","5","실제 노출 로그 / 점수·순위는 실험용"
"XEUJ6iAIOw4","QwcHLdY10x","H0023","R0023_1","97.0","4","4","실제 노출 로그 / 점수·순위는 실험용"
"XEuk4Xz9FQ8","QwcHLdY10x","H0021","R0021_1","96.0","5","3","실제 노출 로그 / 점수·순위는 실험용"
"XEFj37OFn9J","Qwa7ToFcYm","H0196","R0196_1","100.0","1","16","실제 노출 로그 / 점수·순위는 실험용"
"XEp843qfNWX","Qwa7ToFcYm","H0140","R0140_1","99.0","2","181","실제 노출 로그 / 점수·순위는 실험용"
"XEN6nKS00kS","Qwa7ToFcYm","H0084","R0084_1","98.0","3","149","실제 노출 로그 / 점수·순위는 실험용"
"XExltNcSVQL","Qwa7ToFcYm","H0028","R0028_1","97.0","4","117","실제 노출 로그 / 점수·순위는 실험용"
"XE5E8hmJI78","Qwa7ToFcYm","H0168","R0168_1","96.0","5","101","실제 노출 로그 / 점수·순위는 실험용"
"XERYD4CpcLY","Qwa7ToFcYm","H0112","R0112_1","95.0","6","69","실제 노출 로그 / 점수·순위는 실험용"
"XEeunpGdhO1","Qwa7ToFcYm","H0056","R0056_1","94.0","7","36","실제 노출 로그 / 점수·순위는 실험용"
"XElU1uQ60Nm","Qwa7ToFcYm","H0195","R0195_1","93.0","8","11","실제 노출 로그 / 점수·순위는 실험용"
"XE2a5QCt5zq","Qwa7ToFcYm","H0139","R0139_1","92.0","9","177","실제 노출 로그 / 점수·순위는 실험용"
"XEf1CbI9EBS","Qwa7ToFcYm","H0083","R0083_1","91.0","10","145","실제 노출 로그 / 점수·순위는 실험용"
"XEM9d7rswZ7","Qwa7ToFcYm","H0027","R0027_1","90.0","11","113","실제 노출 로그 / 점수·순위는 실험용"
"XEToQ7voHqy","Qwa7ToFcYm","H0167","R0167_1","89.0","12","97","실제 노출 로그 / 점수·순위는 실험용"
"XEqjhvlYD8p","Qwa7ToFcYm","H0111","R0111_1","88.0","13","65","실제 노출 로그 / 점수·순위는 실험용"
"XEv0Cgn5dkh","Qwa7ToFcYm","H0055","R0055_1","87.0","14","31","실제 노출 로그 / 점수·순위는 실험용"
"XE3NMk3W9w3","Qwa7ToFcYm","H0194","R0194_1","86.0","15","6","실제 노출 로그 / 점수·순위는 실험용"
"XEcKVHO8NfR","Qwa7ToFcYm","H0138","R0138_1","85.0","16","173","실제 노출 로그 / 점수·순위는 실험용"
"XEUuLrRg30c","Qwa7ToFcYm","H0082","R0082_1","84.0","17","141","실제 노출 로그 / 점수·순위는 실험용"
"XENIuHeyItr","Qwa7ToFcYm","H0026","R0026_1","83.0","18","109","실제 노출 로그 / 점수·순위는 실험용"
"XEpMFkT98Xp","Qwa7ToFcYm","H0166","R0166_1","82.0","19","93","실제 노출 로그 / 점수·순위는 실험용"
"XE9Vfx5uhJ2","Qwa7ToFcYm","H0110","R0110_1","81.0","20","61","실제 노출 로그 / 점수·순위는 실험용"
"XEBdBk0rmxs","Qwa7ToFcYm","H0054","R0054_1","80.0","21","26","실제 노출 로그 / 점수·순위는 실험용"
"XEcWOtNw5Oj","Qwa7ToFcYm","H0193","R0193_1","79.0","22","1","실제 노출 로그 / 점수·순위는 실험용"
"XEfz4khuAjl","Qwa7ToFcYm","H0137","R0137_1","78.0","23","169","실제 노출 로그 / 점수·순위는 실험용"
"XE74Qyt9VQS","Qwa7ToFcYm","H0081","R0081_1","77.0","24","137","실제 노출 로그 / 점수·순위는 실험용"
"XE1nlgVPOTo","Qwa7ToFcYm","H0025","R0025_1","76.0","25","105","실제 노출 로그 / 점수·순위는 실험용"
"XElAr8npeY5","Qwa7ToFcYm","H0165","R0165_1","75.0","26","89","실제 노출 로그 / 점수·순위는 실험용"
"XE3AlbUyUOX","Qwa7ToFcYm","H0109","R0109_1","74.0","27","57","실제 노출 로그 / 점수·순위는 실험용"
"XEDDb73RMcu","Qwa7ToFcYm","H0053","R0053_1","73.0","28","21","실제 노출 로그 / 점수·순위는 실험용"
"XELbZYDX3Rv","Qwa7ToFcYm","H0192","R0192_1","72.0","29","197","실제 노출 로그 / 점수·순위는 실험용"
"XEjq0KPBF03","Qwa7ToFcYm","H0136","R0136_1","71.0","30","165","실제 노출 로그 / 점수·순위는 실험용"
"XEuswZdYh5E","Qwa7ToFcYm","H0080","R0080_1","70.0","31","133","실제 노출 로그 / 점수·순위는 실험용"
"XEY7AdBWP6w","Qwa7ToFcYm","H0024","R0024_1","69.0","32","102","실제 노출 로그 / 점수·순위는 실험용"
"XElgZs6oeBQ","Qwa7ToFcYm","H0164","R0164_1","68.0","33","85","실제 노출 로그 / 점수·순위는 실험용"
"XEd58PJinna","Qwa7ToFcYm","H0108","R0108_1","67.0","34","53","실제 노출 로그 / 점수·순위는 실험용"
"XEDQn73Ue24","Qwa7ToFcYm","H0052","R0052_1","66.0","35","17","실제 노출 로그 / 점수·순위는 실험용"
"XEUJhqL2ByZ","Qwa7ToFcYm","H0051","R0051_1","65.0","36","12","실제 노출 로그 / 점수·순위는 실험용"
"XErccMjSGiX","Qwa7ToFcYm","H0191","R0191_1","64.0","37","193","실제 노출 로그 / 점수·순위는 실험용"
"XEp5C7b7Qio","Qwa7ToFcYm","H0135","R0135_1","63.0","38","161","실제 노출 로그 / 점수·순위는 실험용"
"XEa57kwsPHd","Qwa7ToFcYm","H0079","R0079_1","62.0","39","129","실제 노출 로그 / 점수·순위는 실험용"
"XE7QvrYNuBO","Qwa7ToFcYm","H0023","R0023_1","61.0","40","98","실제 노출 로그 / 점수·순위는 실험용"
"XEZFBHD95Zs","Qwa7ToFcYm","H0163","R0163_1","60.0","41","81","실제 노출 로그 / 점수·순위는 실험용"
"XEYBmKJoM6G","Qwa7ToFcYm","H0107","R0107_1","59.0","42","49","실제 노출 로그 / 점수·순위는 실험용"
"XE7FjOMJdNC","Qwa7ToFcYm","H0050","R0050_1","58.0","43","7","실제 노출 로그 / 점수·순위는 실험용"
"XE1fSvOlllb","Qwa7ToFcYm","H0190","R0190_1","57.0","44","189","실제 노출 로그 / 점수·순위는 실험용"
"XEtjG9aauRr","Qwa7ToFcYm","H0134","R0134_1","56.0","45","157","실제 노출 로그 / 점수·순위는 실험용"
"XEiHMzNWDTd","Qwa7ToFcYm","H0078","R0078_1","55.0","46","125","실제 노출 로그 / 점수·순위는 실험용"
"XELrtUklKO3","Qwa7ToFcYm","H0022","R0022_1","54.0","47","94","실제 노출 로그 / 점수·순위는 실험용"
"XEnh6NpkSdv","Qwa7ToFcYm","H0162","R0162_1","53.0","48","77","실제 노출 로그 / 점수·순위는 실험용"
"XEMOXlkLSfJ","Qwa7ToFcYm","H0106","R0106_1","52.0","49","45","실제 노출 로그 / 점수·순위는 실험용"
"XE4Xz43PcnE","Qwa7ToFcYm","H0049","R0049_1","51.0","50","2","실제 노출 로그 / 점수·순위는 실험용"
"XETsZq9WiUZ","Qwa7ToFcYm","H0189","R0189_1","50.0","51","185","실제 노출 로그 / 점수·순위는 실험용"
"XEP490eqzxy","Qwa7ToFcYm","H0133","R0133_1","49.0","52","153","실제 노출 로그 / 점수·순위는 실험용"
"XElQLsstd6q","Qwa7ToFcYm","H0077","R0077_1","48.0","53","121","실제 노출 로그 / 점수·순위는 실험용"
"XEwbTwykyhm","Qwa7ToFcYm","H0021","R0021_1","47.0","54","90","실제 노출 로그 / 점수·순위는 실험용"
"XEnrKDoDAkw","Qwa7ToFcYm","H0161","R0161_1","46.0","55","73","실제 노출 로그 / 점수·순위는 실험용"
"XEnNOD5bKNq","Qwa7ToFcYm","H0105","R0105_1","45.0","56","41","실제 노출 로그 / 점수·순위는 실험용"
"XEeNWgB1C6J","Qwa7ToFcYm","H0048","R0048_1","44.0","57","198","실제 노출 로그 / 점수·순위는 실험용"
"XEoRM3EerGd","Qwa7ToFcYm","H0188","R0188_1","43.0","58","182","실제 노출 로그 / 점수·순위는 실험용"
"XERyrq6uHGK","Qwa7ToFcYm","H0132","R0132_1","42.0","59","150","실제 노출 로그 / 점수·순위는 실험용"
"XE7G7OEyB23","Qwa7ToFcYm","H0076","R0076_1","41.0","60","118","실제 노출 로그 / 점수·순위는 실험용"
"XEXgsl704EP","Qwa7ToFcYm","H0020","R0020_1","40.0","61","86","실제 노출 로그 / 점수·순위는 실험용"
"XEJYAMFtit9","Qwa7ToFcYm","H0160","R0160_1","39.0","62","70","실제 노출 로그 / 점수·순위는 실험용"
"XEaVFNTG52q","Qwa7ToFcYm","H0104","R0104_1","38.0","63","37","실제 노출 로그 / 점수·순위는 실험용"
"XEilcpaD04L","Qwa7ToFcYm","H0047","R0047_1","37.0","64","194","실제 노출 로그 / 점수·순위는 실험용"
"XEEOS0C9LlK","Qwa7ToFcYm","H0187","R0187_1","36.0","65","178","실제 노출 로그 / 점수·순위는 실험용"
"XEzqo0HZGTh","Qwa7ToFcYm","H0131","R0131_1","35.0","66","146","실제 노출 로그 / 점수·순위는 실험용"
"XE7t8hPO0IY","Qwa7ToFcYm","H0075","R0075_1","34.0","67","114","실제 노출 로그 / 점수·순위는 실험용"
"XEu5QvBuE6x","Qwa7ToFcYm","H0019","R0019_1","33.0","68","82","실제 노출 로그 / 점수·순위는 실험용"
"XE2yiGX7kij","Qwa7ToFcYm","H0159","R0159_1","32.0","69","66","실제 노출 로그 / 점수·순위는 실험용"
"XEe7rj7lfCv","Qwa7ToFcYm","H0103","R0103_1","31.0","70","32","실제 노출 로그 / 점수·순위는 실험용"
"XE6Mz7iAAgg","Qwa7ToFcYm","H0102","R0102_1","30.0","71","27","실제 노출 로그 / 점수·순위는 실험용"
"XE62qng6lqR","Qwa7ToFcYm","H0046","R0046_1","29.0","72","190","실제 노출 로그 / 점수·순위는 실험용"
"XEuhYHskg3a","Qwa7ToFcYm","H0186","R0186_1","28.0","73","174","실제 노출 로그 / 점수·순위는 실험용"
"XE8ieJQXjbV","Qwa7ToFcYm","H0130","R0130_1","27.0","74","142","실제 노출 로그 / 점수·순위는 실험용"
"XEtt7gR9r2D","Qwa7ToFcYm","H0074","R0074_1","26.0","75","110","실제 노출 로그 / 점수·순위는 실험용"
"XEMV66bZMKj","Qwa7ToFcYm","H0018","R0018_1","25.0","76","78","실제 노출 로그 / 점수·순위는 실험용"
"XEFgclOQ3Ds","Qwa7ToFcYm","H0158","R0158_1","24.0","77","62","실제 노출 로그 / 점수·순위는 실험용"
"XETjD7VGClx","Qwa7ToFcYm","H0101","R0101_1","23.0","78","22","실제 노출 로그 / 점수·순위는 실험용"
"XEytHhkQgGg","Qwa7ToFcYm","H0045","R0045_1","22.0","79","186","실제 노출 로그 / 점수·순위는 실험용"
"XELeDq3nnIA","Qwa7ToFcYm","H0185","R0185_1","21.0","80","170","실제 노출 로그 / 점수·순위는 실험용"
"XEkYG59nAgn","Qwa7ToFcYm","H0129","R0129_1","20.0","81","138","실제 노출 로그 / 점수·순위는 실험용"
"XETU5vzBNGl","Qwa7ToFcYm","H0073","R0073_1","19.0","82","106","실제 노출 로그 / 점수·순위는 실험용"
"XEszNG3q1Eu","Qwa7ToFcYm","H0017","R0017_1","18.0","83","74","실제 노출 로그 / 점수·순위는 실험용"
"XEHGqIrkkL4","Qwa7ToFcYm","H0157","R0157_1","17.0","84","58","실제 노출 로그 / 점수·순위는 실험용"
"XEVXJDLJi1S","Qwa7ToFcYm","H0100","R0100_1","16.0","85","18","실제 노출 로그 / 점수·순위는 실험용"
"XEZAhXJOZ4Z","Qwa7ToFcYm","H0044","R0044_1","15.0","86","183","실제 노출 로그 / 점수·순위는 실험용"
"XEBC4LiRKg5","Qwa7ToFcYm","H0184","R0184_1","14.0","87","166","실제 노출 로그 / 점수·순위는 실험용"
"XEQP82L26mm","Qwa7ToFcYm","H0128","R0128_1","13.0","88","134","실제 노출 로그 / 점수·순위는 실험용"
"XEZmoMYdUOI","Qwa7ToFcYm","H0072","R0072_1","12.0","89","103","실제 노출 로그 / 점수·순위는 실험용"
"XEgzouTBkWB","Qwa7ToFcYm","H0016","R0016_1","11.0","90","71","실제 노출 로그 / 점수·순위는 실험용"
"XE45WXSfR6P","Qwa7ToFcYm","H0156","R0156_1","10.0","91","54","실제 노출 로그 / 점수·순위는 실험용"
"XE54SpLFr6T","Qwa7ToFcYm","H0099","R0099_1","9.0","92","13","실제 노출 로그 / 점수·순위는 실험용"
"XEUxx1Zsjgd","Qwa7ToFcYm","H0043","R0043_1","8.0","93","179","실제 노출 로그 / 점수·순위는 실험용"
"XE5Qh2LyEHc","Qwa7ToFcYm","H0183","R0183_1","7.0","94","162","실제 노출 로그 / 점수·순위는 실험용"
"XE1NaDq3pbI","Qwa7ToFcYm","H0127","R0127_1","6.0","95","130","실제 노출 로그 / 점수·순위는 실험용"
"XE4j1K212Oy","Qwa7ToFcYm","H0071","R0071_1","5.0","96","99","실제 노출 로그 / 점수·순위는 실험용"
"XEHgdwDc5Y3","Qwa7ToFcYm","H0015","R0015_1","4.0","97","67","실제 노출 로그 / 점수·순위는 실험용"
"XEeJSn7C4e2","Qwa7ToFcYm","H0155","R0155_1","3.0","98","50","실제 노출 로그 / 점수·순위는 실험용"
"XExpy4Sao2x","Qwa7ToFcYm","H0098","R0098_1","2.0","99","8","실제 노출 로그 / 점수·순위는 실험용"
"XEma9ZOeXn0","Qwa7ToFcYm","H0042","R0042_1","1.0","100","175","실제 노출 로그 / 점수·순위는 실험용"
"XEvcrlspw22","Qwa7ToFcYm","H0182","R0182_1","0.0","101","158","실제 노출 로그 / 점수·순위는 실험용"
"XEUkFwwLyYI","Qwa7ToFcYm","H0126","R0126_1","0.0","102","126","실제 노출 로그 / 점수·순위는 실험용"
"XEF5r74bmOC","Qwa7ToFcYm","H0070","R0070_1","0.0","103","95","실제 노출 로그 / 점수·순위는 실험용"
"XEAXfBukHlj","Qwa7ToFcYm","H0014","R0014_1","0.0","104","63","실제 노출 로그 / 점수·순위는 실험용"
"XEer1LLAjTe","Qwa7ToFcYm","H0154","R0154_1","0.0","105","46","실제 노출 로그 / 점수·순위는 실험용"
"XEqKkDPejwV","Qwa7ToFcYm","H0097","R0097_1","0.0","106","3","실제 노출 로그 / 점수·순위는 실험용"
"XEVSvebQcpT","Qwa7ToFcYm","H0041","R0041_1","0.0","107","171","실제 노출 로그 / 점수·순위는 실험용"
"XETDKqQuzIv","Qwa7ToFcYm","H0181","R0181_1","0.0","108","154","실제 노출 로그 / 점수·순위는 실험용"
"XEuoBMEJaoh","Qwa7ToFcYm","H0125","R0125_1","0.0","109","122","실제 노출 로그 / 점수·순위는 실험용"
"XEiuIAQpJkV","Qwa7ToFcYm","H0069","R0069_1","0.0","110","91","실제 노출 로그 / 점수·순위는 실험용"
"XECjEGkqT7h","Qwa7ToFcYm","H0013","R0013_1","0.0","111","59","실제 노출 로그 / 점수·순위는 실험용"
